cnty_fips,display_name,theme_range,pl_highchol,dm_prev_adj,ob_prev_adj,ltpia_prev_adj,pl_csmoking,Value
55083,"""Oconto, (WI)""",329.0 - 468.5 (14),38.8,15.9,35.5,19.3,19.4,374.5
55085,"""Oneida, (WI)""",313.1 - 328.9 (14),38,6.2,34.9,19.8,17.1,328.7
55093,"""Pierce, (WI)""",240.3 - 281.0 (15),33.4,6.7,30.3,13.3,16.7,270.8
55095,"""Polk, (WI)""",281.1 - 295.7 (14),38.7,10.9,30.1,19.3,18.6,293.2
55099,"""Price, (WI)""",329.0 - 468.5 (14),41,6.3,30.5,20,18.3,343.3
55107,"""Rusk, (WI)""",313.1 - 328.9 (14),40.5,6.5,25.3,31.8,21.1,327.3
55109,"""St. Croix, (WI)""",240.3 - 281.0 (15),33.2,7.1,25,18.3,15.4,263.7
55113,"""Sawyer, (WI)""",295.8 - 313.0 (15),42.2,10,35,23.5,21.5,309.2
55115,"""Shawano, (WI)""",295.8 - 313.0 (15),39.3,10.8,35.4,28.4,21.4,309.1
55119,"""Taylor, (WI)""",313.1 - 328.9 (14),38.9,8.3,37.4,26.7,21,324.2
55125,"""Vilas, (WI)""",329.0 - 468.5 (14),42.7,8.3,29.3,19.7,17.6,339
55129,"""Washburn, (WI)""",295.8 - 313.0 (15),41.6,9.4,36.8,25.9,18.3,301.3
