cnty_fips,display_name,theme_range,pl_highchol,dm_prev_adj,ob_prev_adj,ltpia_prev_adj,pl_csmoking,Value
35003,"""Catron, (NM)""",296.4 - 320.6 (6),41.9,5.3,26.7,21.1,16.5,320.6
35006,"""Cibola, (NM)""",296.4 - 320.6 (6),34.8,13.8,34.1,28.7,24.7,307
35013,"""Do̱a Ana, (NM)""",255.0 - 296.3 (7),31.8,8.9,26.6,15.7,14.8,264.1
35017,"""Grant, (NM)""",320.7 - 370.0 (7),36.2,7,29.8,17.3,15,335.5
35023,"""Hidalgo, (NM)""",320.7 - 370.0 (7),37.3,7.5,26.6,20.6,17.3,349.3
35029,"""Luna, (NM)""",370.1 - 475.3 (6),37.5,9.4,35,30.8,19.9,414.1
35031,"""McKinley, (NM)""",255.0 - 296.3 (7),30.2,18.8,38.3,26.2,27.3,270.7
35043,"""Sandoval, (NM)""",255.0 - 296.3 (7),32.7,7.5,28.3,14.4,15.7,277.8
35045,"""San Juan, (NM)""",255.0 - 296.3 (7),31.6,12.5,34.9,22,23,260.9
35051,"""Sierra, (NM)""",320.7 - 370.0 (7),40.6,8.9,29.5,23.2,18.4,368.4
35053,"""Socorro, (NM)""",296.4 - 320.6 (6),36.6,10.6,31.4,22.2,20,315.7
35061,"""Valencia, (NM)""",296.4 - 320.6 (6),33.2,9.7,34.3,23.7,17.8,309.5
35001,"""Bernalillo, (NM)""",296.4 - 320.6 (6),32.4,6.5,23.7,14.9,14.8,309.6
35005,"""Chaves, (NM)""",370.1 - 475.3 (6),34.6,9.2,33.5,24.9,19.4,475.3
35007,"""Colfax, (NM)""",206.9 - 254.9 (7),38.9,10.3,28.1,26.3,16.8,222.5
35009,"""Curry, (NM)""",320.7 - 370.0 (7),31.3,8.8,31.7,29.4,19.1,361.2
35011,"""De Baca, (NM)""",370.1 - 475.3 (6),39,18.1,35.6,24.7,18.1,415.1
35015,"""Eddy, (NM)""",370.1 - 475.3 (6),32.4,11.2,36.3,24.4,17.4,388.4
35019,"""Guadalupe, (NM)""",320.7 - 370.0 (7),34.5,6,39.9,27.9,15.2,321.1
35021,"""Harding, (NM)""",206.9 - 254.9 (7),39.7,6.1,28.3,26.7,14.4,239.4
35025,"""Lea, (NM)""",370.1 - 475.3 (6),32.3,12.2,33.4,28.1,18.8,390
35027,"""Lincoln, (NM)""",255.0 - 296.3 (7),38.3,7.6,24.2,20.3,15.9,288.6
35028,"""Los Alamos, (NM)""",206.9 - 254.9 (7),30.8,5.5,22.9,10.2,9.3,214.2
35033,"""Mora, (NM)""",206.9 - 254.9 (7),40.4,10.5,27.1,19.9,14.6,218.4
35035,"""Otero, (NM)""",320.7 - 370.0 (7),32.6,9.4,31.5,22.3,19.6,322.3
35037,"""Quay, (NM)""",370.1 - 475.3 (6),39.4,7.2,27.8,24.7,18.9,395.6
35039,"""Rio Arriba, (NM)""",255.0 - 296.3 (7),34.1,8.2,28.9,19.1,17,286.8
35041,"""Roosevelt, (NM)""",320.7 - 370.0 (7),30.8,8.6,31.3,29.4,17.7,370
35047,"""San Miguel, (NM)""",206.9 - 254.9 (7),37.2,11.3,31.5,22.6,15.7,254.9
35049,"""Santa Fe, (NM)""",206.9 - 254.9 (7),34,4.8,16.3,12,13.5,209.9
35055,"""Taos, (NM)""",206.9 - 254.9 (7),37.8,5.1,16.2,11,15.6,206.9
35057,"""Torrance, (NM)""",296.4 - 320.6 (6),36.6,10,33.8,24,19,313.7
35059,"""Union, (NM)""",255.0 - 296.3 (7),34.2,11,33.7,24,18.6,296.3
